Latitude,Longitude,rainfall,temperature
13.9,75.6,4.148931507,23.57112329
13.9,75.7,4.148931507,23.57112329
13.9,75.8,4.148931507,23.57112329
13.9,75.9,4.148931507,23.57112329
13.9,76,2.957835616,24.11350685
13.9,76.1,2.957835616,24.11350685
13.9,76.2,2.957835616,24.11350685
13.9,76.3,2.957835616,24.11350685
13.9,76.4,2.957835616,24.11350685
13.9,76.5,2.957835616,24.11350685
13.9,76.6,3.161835616,24.54156164
13.9,76.7,3.161835616,24.54156164
13.9,76.8,3.161835616,24.54156164
13.9,76.9,3.161835616,24.54156164
13.9,77,3.161835616,24.54156164
13.9,77.1,3.161835616,24.54156164
13.9,77.2,2.777917808,24.8690137
13.9,77.3,2.777917808,24.8690137
13.9,77.4,2.777917808,24.8690137
13.9,77.5,2.777917808,24.8690137
13.9,77.6,2.777917808,24.8690137
13.9,77.7,2.777917808,24.8690137
13.9,77.8,2.777917808,24.8690137
13.9,77.9,3.110219178,24.71750685
13.9,78,3.110219178,24.71750685
13.9,78.1,3.110219178,24.71750685
13.9,78.2,3.110219178,24.71750685
13.9,78.3,3.110219178,24.71750685
13.9,78.4,3.110219178,24.71750685
14,75,9.040383562,23.95835616
14,75.1,9.040383562,23.95835616
14,75.2,9.040383562,23.95835616
14,75.3,9.040383562,23.95835616
14,75.4,4.148931507,23.57112329
14,75.5,4.148931507,23.57112329
14,75.6,4.148931507,23.57112329
14,75.7,4.148931507,23.57112329
14,75.8,4.148931507,23.57112329
14,75.9,4.148931507,23.57112329
